age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,blue-collar,married,secondary,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
33,student,single,tertiary,3404,yes,no,unknown,2,jun,312,3,-1,0,unknown,no
23,blue-collar,single,secondary,27,yes,no,unknown,2,jun,280,2,-1,0,unknown,no
33,blue-collar,single,secondary,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,no
49,blue-collar,married,primary,355,yes,no,unknown,2,jun,253,7,-1,0,unknown,no
51,entrepreneur,married,secondary,0,yes,yes,unknown,2,jun,184,5,-1,0,unknown,no
43,blue-collar,married,secondary,4309,yes,no,unknown,2,jun,43,15,-1,0,unknown,no
49,management,divorced,tertiary,696,yes,no,unknown,2,jun,310,3,-1,0,unknown,no
39,services,divorced,secondary,-718,yes,no,unknown,2,jun,90,4,-1,0,unknown,no
38,blue-collar,married,primary,-854,yes,no,unknown,2,jun,194,4,-1,0,unknown,no
42,management,married,secondary,12282,yes,no,unknown,2,jun,984,4,-1,0,unknown,no
29,management,married,secondary,0,yes,no,unknown,2,jun,85,4,-1,0,unknown,no
31,blue-collar,single,secondary,-575,yes,no,unknown,2,jun,153,9,-1,0,unknown,no
39,management,married,primary,13,no,no,unknown,2,jun,59,4,-1,0,unknown,no
42,admin.,married,secondary,6445,yes,no,unknown,2,jun,20,8,-1,0,unknown,no
40,unemployed,married,secondary,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
42,blue-collar,married,secondary,130,no,no,unknown,2,jun,180,3,-1,0,unknown,no
52,technician,married,secondary,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
28,blue-collar,single,secondary,5149,yes,no,unknown,2,jun,232,3,-1,0,unknown,no
29,blue-collar,single,secondary,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
44,management,divorced,tertiary,-411,yes,no,unknown,2,jun,432,4,-1,0,unknown,yes
23,services,single,secondary,342,yes,no,unknown,3,jun,152,6,-1,0,unknown,no
35,management,married,tertiary,2529,yes,no,unknown,3,jun,104,7,-1,0,unknown,no
41,services,married,tertiary,412,yes,no,unknown,3,jun,154,5,-1,0,unknown,no
60,technician,divorced,secondary,11615,yes,no,unknown,3,jun,70,10,-1,0,unknown,no
37,admin.,divorced,secondary,-165,yes,no,unknown,3,jun,48,2,-1,0,unknown,no
36,management,single,tertiary,3139,no,no,unknown,3,jun,182,5,-1,0,unknown,no
31,technician,single,secondary,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,no
39,blue-collar,single,primary,-360,yes,no,unknown,3,jun,209,2,-1,0,unknown,no
46,services,married,primary,43,yes,no,unknown,3,jun,86,5,-1,0,unknown,no
30,entrepreneur,single,secondary,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no
45,admin.,divorced,secondary,-121,yes,no,unknown,3,jun,197,5,-1,0,unknown,no
47,services,married,secondary,344,yes,no,unknown,3,jun,87,1,-1,0,unknown,no
54,admin.,single,secondary,2423,no,no,unknown,3,jun,75,4,-1,0,unknown,no
51,technician,married,secondary,1186,yes,no,unknown,3,jun,450,3,-1,0,unknown,no
31,admin.,married,secondary,7634,yes,yes,unknown,3,jun,216,1,-1,0,unknown,no
36,management,single,tertiary,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,no
31,blue-collar,married,secondary,-446,no,no,unknown,3,jun,180,1,-1,0,unknown,no
39,blue-collar,single,secondary,277,yes,no,unknown,3,jun,20,8,-1,0,unknown,no
38,blue-collar,married,secondary,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
49,admin.,single,secondary,-1193,yes,yes,unknown,3,jun,73,1,-1,0,unknown,no
58,management,married,tertiary,107,yes,no,unknown,3,jun,55,1,-1,0,unknown,no
28,services,married,secondary,468,yes,yes,unknown,3,jun,222,1,-1,0,unknown,no
43,blue-collar,married,primary,-872,yes,yes,unknown,3,jun,267,1,-1,0,unknown,no
55,services,married,secondary,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,no
31,technician,married,secondary,-292,yes,yes,unknown,3,jun,186,1,-1,0,unknown,no
52,blue-collar,divorced,primary,196,yes,yes,unknown,3,jun,63,1,-1,0,unknown,no
35,technician,single,tertiary,914,no,no,unknown,3,jun,166,1,-1,0,unknown,no
41,admin.,single,secondary,734,yes,no,unknown,3,jun,332,3,-1,0,unknown,no
25,admin.,single,secondary,120,yes,no,unknown,3,jun,542,1,-1,0,unknown,no
37,management,married,tertiary,1125,yes,no,unknown,3,jun,301,1,-1,0,unknown,no
31,technician,single,tertiary,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
34,blue-collar,single,secondary,13683,yes,no,unknown,3,jun,115,3,-1,0,unknown,no
32,services,married,secondary,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
46,technician,married,secondary,231,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
30,admin.,single,secondary,3809,yes,no,unknown,3,jun,159,4,-1,0,unknown,no
42,management,married,tertiary,255,yes,yes,unknown,3,jun,238,2,-1,0,unknown,no
33,services,married,secondary,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
32,technician,single,secondary,1279,yes,no,unknown,3,jun,1173,3,-1,0,unknown,yes
38,management,married,tertiary,-562,yes,no,unknown,3,jun,206,1,-1,0,unknown,no
30,admin.,married,secondary,-938,yes,no,unknown,3,jun,438,1,-1,0,unknown,no
29,technician,single,tertiary,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
43,blue-collar,married,primary,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no
41,blue-collar,married,secondary,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
30,unemployed,single,secondary,-306,yes,no,unknown,3,jun,275,1,-1,0,unknown,no
42,technician,single,unknown,344,yes,no,unknown,3,jun,26,7,-1,0,unknown,no
37,technician,divorced,secondary,1772,no,no,unknown,3,jun,202,1,-1,0,unknown,no
31,unemployed,married,secondary,86,yes,yes,unknown,3,jun,963,2,-1,0,unknown,yes
26,services,single,secondary,92,yes,no,unknown,3,jun,50,4,-1,0,unknown,no
25,blue-collar,single,secondary,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,no
51,management,married,tertiary,1355,yes,no,unknown,3,jun,272,1,-1,0,unknown,no
30,technician,married,secondary,418,yes,no,unknown,3,jun,112,1,-1,0,unknown,no
30,admin.,married,secondary,457,yes,no,unknown,3,jun,384,5,-1,0,unknown,no
28,admin.,single,secondary,1323,yes,no,unknown,3,jun,361,1,-1,0,unknown,no
27,management,single,tertiary,450,yes,no,unknown,3,jun,49,1,-1,0,unknown,no
26,admin.,single,secondary,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
54,blue-collar,divorced,unknown,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no
25,blue-collar,married,primary,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no
26,technician,single,secondary,3070,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
27,blue-collar,single,secondary,446,yes,no,unknown,3,jun,194,1,-1,0,unknown,no
29,blue-collar,married,secondary,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no
21,unemployed,married,secondary,2062,yes,no,unknown,3,jun,103,1,-1,0,unknown,no
25,admin.,single,tertiary,407,yes,no,unknown,3,jun,579,1,-1,0,unknown,no
44,services,married,secondary,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no
35,admin.,single,secondary,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
28,blue-collar,married,secondary,0,yes,yes,unknown,3,jun,210,1,-1,0,unknown,no
42,technician,married,secondary,-129,yes,no,unknown,3,jun,175,1,-1,0,unknown,no
29,technician,married,primary,1761,yes,no,unknown,3,jun,186,1,-1,0,unknown,no
30,services,married,secondary,227,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
43,technician,married,secondary,463,no,no,unknown,3,jun,268,1,-1,0,unknown,no
54,management,single,tertiary,0,yes,no,unknown,3,jun,68,1,-1,0,unknown,no
41,blue-collar,single,secondary,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
36,housemaid,married,primary,191,yes,no,unknown,3,jun,132,1,-1,0,unknown,no
42,blue-collar,married,primary,187,yes,no,unknown,3,jun,43,1,-1,0,unknown,no
42,services,married,secondary,3689,yes,no,unknown,3,jun,363,1,-1,0,unknown,no
36,technician,single,tertiary,743,yes,no,unknown,3,jun,517,1,-1,0,unknown,no
52,management,married,tertiary,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
40,blue-collar,married,secondary,-605,yes,yes,unknown,3,jun,143,1,-1,0,unknown,no
39,unemployed,married,secondary,0,yes,no,unknown,3,jun,73,1,-1,0,unknown,no
49,blue-collar,married,primary,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,no
41,self-employed,married,secondary,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown,no
48,technician,divorced,secondary,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
50,management,married,tertiary,1854,yes,yes,unknown,3,jun,119,2,-1,0,unknown,no
44,admin.,divorced,secondary,776,yes,no,unknown,3,jun,150,1,-1,0,unknown,no
45,technician,married,secondary,4466,yes,no,unknown,3,jun,110,1,-1,0,unknown,no
49,management,divorced,tertiary,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
34,admin.,married,secondary,220,yes,no,unknown,3,jun,65,13,-1,0,unknown,no
46,blue-collar,married,primary,596,yes,no,unknown,3,jun,404,13,-1,0,unknown,no
38,technician,single,secondary,12926,yes,no,unknown,3,jun,280,1,-1,0,unknown,no
48,services,married,secondary,2877,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
47,blue-collar,married,primary,-127,yes,no,unknown,3,jun,170,3,-1,0,unknown,no
58,retired,married,secondary,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no
45,blue-collar,married,secondary,784,yes,yes,unknown,3,jun,34,1,-1,0,unknown,no
38,management,married,tertiary,1221,yes,no,unknown,3,jun,258,1,-1,0,unknown,no
37,management,single,tertiary,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no
37,blue-collar,married,primary,1534,yes,no,unknown,3,jun,126,4,-1,0,unknown,no
37,self-employed,married,tertiary,1510,yes,no,unknown,3,jun,88,2,-1,0,unknown,no
40,self-employed,married,secondary,-754,yes,yes,unknown,3,jun,941,3,-1,0,unknown,yes
23,services,married,secondary,1309,yes,no,unknown,3,jun,349,2,-1,0,unknown,no
38,blue-collar,married,secondary,205,yes,no,unknown,3,jun,170,1,-1,0,unknown,no
43,entrepreneur,married,secondary,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,no
55,admin.,divorced,secondary,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no
53,blue-collar,married,primary,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no
42,entrepreneur,married,secondary,2869,yes,no,unknown,3,jun,440,1,-1,0,unknown,no
48,management,divorced,tertiary,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no
36,blue-collar,married,secondary,13,no,no,unknown,3,jun,284,1,-1,0,unknown,no
45,retired,married,primary,0,no,no,unknown,3,jun,290,1,-1,0,unknown,no
28,entrepreneur,single,secondary,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,no
37,management,married,tertiary,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
40,retired,single,secondary,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown,no
44,blue-collar,married,secondary,3813,yes,no,unknown,3,jun,771,1,-1,0,unknown,no
44,technician,married,secondary,497,yes,no,unknown,3,jun,103,2,-1,0,unknown,no
38,services,married,secondary,823,yes,no,unknown,3,jun,132,5,-1,0,unknown,no
38,blue-collar,married,secondary,769,yes,no,unknown,3,jun,235,1,-1,0,unknown,no
43,entrepreneur,married,secondary,0,no,no,unknown,3,jun,1025,7,-1,0,unknown,yes
37,blue-collar,married,secondary,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
37,blue-collar,married,secondary,-399,yes,yes,unknown,3,jun,21,3,-1,0,unknown,no
58,services,married,primary,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no
40,self-employed,married,primary,435,yes,yes,unknown,3,jun,131,5,-1,0,unknown,no
35,blue-collar,married,secondary,412,yes,no,unknown,3,jun,316,1,-1,0,unknown,no
26,management,single,tertiary,-630,yes,yes,unknown,3,jun,192,2,-1,0,unknown,no
34,blue-collar,single,unknown,6141,yes,no,unknown,3,jun,145,1,-1,0,unknown,no
46,blue-collar,married,secondary,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no
37,blue-collar,married,primary,907,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
24,blue-collar,married,secondary,1073,yes,no,unknown,3,jun,569,2,-1,0,unknown,no
33,services,married,secondary,334,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
32,technician,single,secondary,471,yes,no,unknown,3,jun,379,2,-1,0,unknown,no
36,blue-collar,married,secondary,16402,yes,no,unknown,3,jun,406,3,-1,0,unknown,no
48,services,divorced,secondary,4408,yes,no,unknown,3,jun,106,6,-1,0,unknown,no
57,retired,married,secondary,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no
39,unemployed,married,secondary,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
31,blue-collar,married,primary,746,yes,yes,unknown,3,jun,25,1,-1,0,unknown,no
35,services,divorced,secondary,-269,yes,no,unknown,3,jun,118,2,-1,0,unknown,no
30,management,single,tertiary,218,no,no,unknown,3,jun,75,1,-1,0,unknown,no
32,management,single,tertiary,12686,yes,no,unknown,3,jun,54,1,-1,0,unknown,no
39,blue-collar,married,primary,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no
38,technician,married,secondary,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no
37,services,married,secondary,0,yes,no,unknown,3,jun,126,1,-1,0,unknown,no
30,admin.,married,secondary,-366,yes,yes,unknown,3,jun,102,1,-1,0,unknown,no
35,management,single,tertiary,4788,yes,no,unknown,3,jun,227,1,-1,0,unknown,no
49,blue-collar,married,secondary,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no
30,blue-collar,married,primary,346,yes,no,unknown,3,jun,135,1,-1,0,unknown,no
23,blue-collar,single,secondary,1311,yes,no,unknown,3,jun,100,3,-1,0,unknown,no
32,admin.,single,secondary,725,yes,no,unknown,3,jun,303,1,-1,0,unknown,no
27,management,single,secondary,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,yes
30,management,single,tertiary,2186,yes,no,unknown,3,jun,366,1,-1,0,unknown,no
32,management,single,tertiary,974,yes,no,unknown,3,jun,228,1,-1,0,unknown,no
31,admin.,single,secondary,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
32,services,married,secondary,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,no
32,blue-collar,married,secondary,931,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
30,management,single,tertiary,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
35,blue-collar,married,secondary,11,no,no,unknown,3,jun,32,3,-1,0,unknown,no
37,technician,single,secondary,466,yes,no,unknown,3,jun,231,2,-1,0,unknown,no
30,management,single,tertiary,234,yes,no,unknown,3,jun,242,2,-1,0,unknown,no
46,blue-collar,married,secondary,243,yes,no,unknown,3,jun,310,4,-1,0,unknown,no
32,management,divorced,secondary,-107,yes,no,unknown,3,jun,216,2,-1,0,unknown,no
34,management,single,tertiary,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,no
33,services,single,secondary,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
59,management,married,tertiary,202,yes,no,unknown,3,jun,128,6,-1,0,unknown,no
30,services,married,secondary,0,yes,yes,unknown,3,jun,185,1,-1,0,unknown,no
31,admin.,single,secondary,527,yes,no,unknown,3,jun,722,2,-1,0,unknown,no
40,blue-collar,married,primary,1698,yes,yes,unknown,3,jun,240,5,-1,0,unknown,no
31,admin.,single,secondary,2104,yes,no,unknown,3,jun,455,1,-1,0,unknown,no
31,technician,married,tertiary,859,yes,no,unknown,3,jun,138,2,-1,0,unknown,no
33,technician,married,secondary,1021,yes,no,unknown,3,jun,361,3,-1,0,unknown,no
27,admin.,single,secondary,691,yes,no,unknown,3,jun,418,2,-1,0,unknown,no
31,admin.,single,primary,-263,yes,no,unknown,3,jun,208,1,-1,0,unknown,no
29,services,single,secondary,498,yes,no,unknown,3,jun,177,26,-1,0,unknown,no
44,admin.,married,tertiary,1588,yes,no,unknown,3,jun,84,15,-1,0,unknown,no
36,blue-collar,single,secondary,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
37,management,married,secondary,341,no,no,unknown,3,jun,120,2,-1,0,unknown,no
24,admin.,single,secondary,66,yes,no,unknown,3,jun,825,1,-1,0,unknown,no
51,self-employed,divorced,secondary,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
32,blue-collar,married,secondary,1780,yes,yes,unknown,3,jun,238,6,-1,0,unknown,no
36,technician,divorced,tertiary,1762,yes,no,unknown,3,jun,259,1,-1,0,unknown,no
30,services,divorced,secondary,167,yes,no,unknown,3,jun,237,2,-1,0,unknown,no
47,admin.,married,secondary,0,no,no,unknown,3,jun,110,2,-1,0,unknown,no
37,services,single,secondary,278,yes,no,unknown,3,jun,1045,3,-1,0,unknown,yes
27,blue-collar,married,secondary,818,yes,no,unknown,3,jun,188,5,-1,0,unknown,no
32,admin.,married,secondary,277,yes,no,unknown,3,jun,231,12,-1,0,unknown,no
47,management,divorced,tertiary,-478,yes,no,unknown,3,jun,27,6,-1,0,unknown,no
45,blue-collar,married,secondary,-221,yes,yes,unknown,3,jun,170,1,-1,0,unknown,no
28,blue-collar,married,secondary,269,yes,no,unknown,3,jun,615,1,-1,0,unknown,no
53,entrepreneur,divorced,unknown,4736,yes,no,unknown,3,jun,676,5,-1,0,unknown,no
45,management,married,tertiary,1373,yes,no,unknown,3,jun,192,4,-1,0,unknown,no
33,management,married,tertiary,3456,yes,no,unknown,3,jun,258,2,-1,0,unknown,no
41,blue-collar,divorced,secondary,47,yes,no,unknown,3,jun,85,1,-1,0,unknown,no
28,blue-collar,married,secondary,217,yes,no,unknown,3,jun,860,1,-1,0,unknown,no
35,technician,married,tertiary,2188,yes,no,unknown,3,jun,680,2,-1,0,unknown,no
47,management,divorced,tertiary,17964,yes,no,unknown,3,jun,165,2,-1,0,unknown,no
27,services,single,secondary,3110,yes,no,unknown,3,jun,356,2,-1,0,unknown,no
30,blue-collar,single,secondary,855,yes,no,unknown,3,jun,235,2,-1,0,unknown,no
40,management,single,tertiary,1820,yes,yes,unknown,3,jun,173,3,-1,0,unknown,no
34,blue-collar,single,secondary,-42,yes,yes,unknown,3,jun,294,2,-1,0,unknown,no
39,self-employed,single,tertiary,1132,yes,no,unknown,3,jun,216,1,-1,0,unknown,no
26,services,single,secondary,76,yes,no,unknown,3,jun,177,1,-1,0,unknown,no
27,entrepreneur,single,tertiary,512,yes,yes,unknown,3,jun,220,1,-1,0,unknown,no
45,blue-collar,married,secondary,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,2589,no,no,unknown,3,jun,38,3,-1,0,unknown,no
34,management,single,tertiary,340,yes,no,unknown,3,jun,633,28,-1,0,unknown,no
30,entrepreneur,single,tertiary,-63,yes,no,unknown,3,jun,94,1,-1,0,unknown,no
45,blue-collar,married,primary,147,yes,no,unknown,3,jun,478,2,-1,0,unknown,no
43,admin.,married,secondary,429,yes,yes,unknown,3,jun,35,32,-1,0,unknown,no
48,services,single,secondary,3778,yes,no,unknown,3,jun,46,6,-1,0,unknown,no
25,technician,single,secondary,-80,yes,yes,unknown,3,jun,89,1,-1,0,unknown,no
35,blue-collar,married,unknown,56,yes,no,unknown,3,jun,130,1,-1,0,unknown,no
29,housemaid,married,secondary,243,yes,no,unknown,3,jun,35,1,-1,0,unknown,no
38,services,married,primary,-93,yes,no,unknown,3,jun,263,1,-1,0,unknown,no
39,blue-collar,married,secondary,203,yes,no,unknown,3,jun,143,1,-1,0,unknown,no
24,blue-collar,single,unknown,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
43,technician,single,tertiary,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
28,services,single,secondary,3575,yes,no,unknown,3,jun,245,1,-1,0,unknown,no
35,services,single,secondary,-437,yes,no,unknown,3,jun,43,5,-1,0,unknown,no
31,services,single,secondary,124,yes,no,unknown,3,jun,154,4,-1,0,unknown,no
23,services,single,secondary,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes
40,blue-collar,married,primary,919,yes,no,unknown,3,jun,327,2,-1,0,unknown,no
38,management,single,tertiary,1602,yes,no,unknown,3,jun,215,3,-1,0,unknown,no
32,blue-collar,married,secondary,478,yes,no,unknown,3,jun,200,1,-1,0,unknown,no
26,technician,married,tertiary,-488,yes,no,unknown,3,jun,320,1,-1,0,unknown,no
25,management,married,primary,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,yes
31,entrepreneur,single,tertiary,0,no,no,unknown,3,jun,31,5,-1,0,unknown,no
32,technician,single,secondary,258,no,no,unknown,3,jun,114,3,-1,0,unknown,no
43,blue-collar,divorced,primary,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,no
39,entrepreneur,divorced,tertiary,208,yes,no,unknown,3,jun,201,2,-1,0,unknown,no
36,blue-collar,married,secondary,-100,yes,no,unknown,3,jun,369,2,-1,0,unknown,no
26,blue-collar,single,secondary,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
44,services,married,secondary,-1621,yes,yes,unknown,3,jun,171,5,-1,0,unknown,no
47,blue-collar,divorced,primary,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
40,blue-collar,married,primary,0,yes,no,unknown,3,jun,329,3,-1,0,unknown,no
44,technician,married,secondary,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no
30,management,single,tertiary,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
34,blue-collar,married,primary,765,yes,no,unknown,3,jun,111,7,-1,0,unknown,no
37,services,married,secondary,1325,no,no,unknown,3,jun,72,3,-1,0,unknown,no
30,management,married,tertiary,1476,yes,yes,unknown,3,jun,199,4,-1,0,unknown,no
44,admin.,married,secondary,399,yes,yes,unknown,3,jun,271,2,-1,0,unknown,no
31,management,single,tertiary,-24,yes,yes,unknown,3,jun,589,6,-1,0,unknown,no
41,services,married,secondary,146,yes,yes,unknown,3,jun,199,1,-1,0,unknown,no
35,blue-collar,single,secondary,0,yes,no,unknown,3,jun,113,3,-1,0,unknown,no
38,blue-collar,married,primary,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no
31,blue-collar,married,secondary,60,yes,no,unknown,3,jun,215,10,-1,0,unknown,no
54,services,single,secondary,559,yes,yes,unknown,3,jun,242,6,-1,0,unknown,no
35,technician,divorced,tertiary,692,yes,no,unknown,3,jun,129,1,-1,0,unknown,no
49,admin.,married,secondary,0,yes,yes,unknown,3,jun,50,3,-1,0,unknown,no
26,blue-collar,single,secondary,17891,yes,no,unknown,3,jun,239,1,-1,0,unknown,no
28,blue-collar,married,primary,459,yes,yes,unknown,3,jun,178,1,-1,0,unknown,no
32,management,single,tertiary,156,yes,no,unknown,3,jun,81,6,-1,0,unknown,no
33,unemployed,single,unknown,170,yes,no,unknown,3,jun,327,1,-1,0,unknown,no
27,blue-collar,single,secondary,6010,yes,no,unknown,3,jun,604,1,-1,0,unknown,no
31,blue-collar,divorced,secondary,-306,no,no,unknown,3,jun,137,2,-1,0,unknown,no
42,management,divorced,tertiary,461,yes,no,unknown,3,jun,72,1,-1,0,unknown,no
39,admin.,single,secondary,1078,no,no,unknown,3,jun,199,3,-1,0,unknown,no
34,management,married,tertiary,912,yes,no,unknown,3,jun,372,1,-1,0,unknown,no
25,services,single,secondary,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,no
45,management,married,secondary,21,yes,no,unknown,3,jun,788,2,-1,0,unknown,no
28,management,married,tertiary,3844,yes,no,unknown,3,jun,132,2,-1,0,unknown,no
49,self-employed,married,secondary,0,yes,no,unknown,3,jun,51,9,-1,0,unknown,no
48,blue-collar,married,secondary,-6,yes,no,unknown,3,jun,161,1,-1,0,unknown,no
44,blue-collar,married,primary,1066,yes,no,unknown,3,jun,25,1,-1,0,unknown,no
51,admin.,married,secondary,788,yes,no,unknown,3,jun,959,6,-1,0,unknown,no
33,management,single,tertiary,0,no,no,unknown,3,jun,30,1,-1,0,unknown,no
26,services,single,secondary,-224,yes,yes,unknown,3,jun,189,1,-1,0,unknown,no
23,blue-collar,single,secondary,-207,yes,no,unknown,3,jun,277,1,-1,0,unknown,no
43,blue-collar,married,primary,0,yes,no,unknown,3,jun,215,3,-1,0,unknown,no
38,admin.,divorced,secondary,4630,yes,no,unknown,3,jun,133,3,-1,0,unknown,no
57,technician,divorced,secondary,910,yes,no,unknown,3,jun,183,2,-1,0,unknown,no
40,management,single,tertiary,1845,yes,no,unknown,3,jun,134,3,-1,0,unknown,no
41,blue-collar,divorced,primary,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,no
43,blue-collar,married,unknown,705,yes,no,unknown,3,jun,80,4,-1,0,unknown,no
39,management,married,tertiary,661,yes,no,unknown,3,jun,220,3,-1,0,unknown,no
37,admin.,married,unknown,2236,yes,no,unknown,3,jun,495,2,-1,0,unknown,no
27,admin.,single,secondary,295,yes,no,unknown,3,jun,148,13,-1,0,unknown,no
30,blue-collar,married,secondary,-18,no,no,unknown,3,jun,157,2,-1,0,unknown,no
39,management,single,secondary,1623,yes,no,unknown,3,jun,348,2,-1,0,unknown,no
34,blue-collar,single,primary,246,no,no,unknown,3,jun,81,5,-1,0,unknown,no
28,technician,single,secondary,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
43,blue-collar,married,primary,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no
41,management,married,tertiary,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
38,management,married,tertiary,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
31,blue-collar,married,primary,576,yes,yes,unknown,3,jun,230,3,-1,0,unknown,no
34,admin.,single,secondary,1254,no,no,unknown,3,jun,87,3,-1,0,unknown,no
61,retired,married,primary,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,no
38,blue-collar,married,primary,2472,yes,no,unknown,3,jun,176,2,-1,0,unknown,no
31,admin.,single,secondary,678,yes,no,unknown,3,jun,117,4,-1,0,unknown,no
45,services,single,primary,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
28,blue-collar,single,primary,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
45,admin.,married,secondary,-547,yes,no,unknown,3,jun,214,2,-1,0,unknown,no
39,blue-collar,married,primary,766,yes,no,unknown,3,jun,350,3,-1,0,unknown,no
29,services,married,primary,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,no
26,technician,single,secondary,544,yes,yes,unknown,3,jun,56,5,-1,0,unknown,no
36,management,married,tertiary,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown,no
54,admin.,married,primary,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,no
58,technician,married,unknown,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no
45,blue-collar,married,primary,194,yes,yes,unknown,3,jun,81,2,-1,0,unknown,no
30,technician,single,tertiary,256,yes,no,unknown,3,jun,276,2,-1,0,unknown,no
52,admin.,married,secondary,70,yes,no,unknown,3,jun,68,2,-1,0,unknown,no
28,services,single,primary,302,no,no,unknown,3,jun,248,9,-1,0,unknown,no
42,blue-collar,married,primary,1017,yes,no,unknown,3,jun,11,18,-1,0,unknown,no
45,services,married,secondary,3638,yes,yes,unknown,3,jun,313,7,-1,0,unknown,no
